Contigs	mean_blastx
NODE_581_length_523_cov_14.614350_Ed20_KC_P22	95.9
NODE_581_length_573_cov_0.747984_Ba20_KC_P14	65.776
NODE_581_length_578_cov_1.205589_Ba20_KC_P02	57.136
NODE_581_length_585_cov_3.901575_Ed20_KC_P21	45.648
NODE_581_length_632_cov_2.418018_Bu20_KC_P31	56.388
NODE_581_length_640_cov_3.682060_Ed20_KC_P16	54.868
NODE_581_length_640_cov_5.124334_Ya20_KC_P49	47.232
NODE_581_length_648_cov_1.481611_Bu20_KC_P35	35.608
NODE_581_length_649_cov_13.643357_Bu20_KC_P29	92.3666666666667
NODE_581_length_650_cov_2.319372_Ba20_KC_P04	44.768
NODE_581_length_671_cov_1.754209_Ya20_KC_P51	48.74
NODE_581_length_673_cov_1.406040_Ed20_KC_P20	41.008
NODE_581_length_673_cov_3.731544_Ed20_KC_P19	52.068
NODE_581_length_678_cov_1.821963_Ba20_KC_P08	76.44
NODE_581_length_678_cov_2.376040_Ed20_KC_P17	35.2
NODE_581_length_698_cov_1.457327_Ed20_KC_P15	51.452
NODE_581_length_703_cov_5.319489_Ba20_KC_P06	61.156
NODE_581_length_714_cov_2.538462_Ya20_KC_P45	58.844
NODE_581_length_771_cov_1.399135_Ba20_KC_P07	33.756
NODE_581_length_781_cov_1.965909_Bu20_KC_P42	61.592
NODE_581_length_795_cov_2.933148_Ba20_KC_P03	66.164
NODE_581_length_797_cov_2.041667_Ya20_KC_P54	52.748
NODE_581_length_802_cov_1.794483_Ed20_KC_P18	49.1857142857143
NODE_581_length_803_cov_1.603306_Ed20_KC_P25	51.836
NODE_581_length_808_cov_1.102599_Ed20_KC_P24	64.032
NODE_581_length_814_cov_22.622795_Bu20_KC_P30	96.6625
NODE_581_length_845_cov_3.860677_Ya20_KC_P47	39.632
NODE_581_length_899_cov_12.593674_Ba20_KC_P05	67.184
NODE_5821_length_560_cov_1.693582_Ba20_KC_P05	43.544
NODE_5822_length_501_cov_3.209906_Ba20_KC_P01	61.308
NODE_5823_length_560_cov_1.447205_Ba20_KC_P05	92.22
NODE_5826_length_501_cov_2.964623_Ba20_KC_P01	73.308
NODE_5826_length_560_cov_1.291925_Ba20_KC_P05	43.004
NODE_5827_length_560_cov_1.238095_Ba20_KC_P05	83
NODE_5828_length_501_cov_2.853774_Ba20_KC_P01	98.48
NODE_5829_length_560_cov_1.122153_Ba20_KC_P05	74.308
NODE_582_length_541_cov_1.073276_Ya20_KC_P48	37.816
NODE_582_length_542_cov_1.419355_Ba20_KC_P10	38.82
NODE_582_length_584_cov_0.893491_Ya20_KC_P46	33.612
NODE_582_length_637_cov_0.437500_Bu20_KC_P33	63.956
NODE_582_length_647_cov_3.040351_Bu20_KC_P35	48.392
NODE_582_length_649_cov_5.522727_Bu20_KC_P29	37.244
NODE_582_length_650_cov_1.656195_Ba20_KC_P04	56.4714285714286
NODE_582_length_661_cov_1.285959_Bu20_KC_P37	42.608
NODE_582_length_672_cov_1.692437_Ed20_KC_P20	60.028
NODE_582_length_673_cov_1.273490_Ed20_KC_P19	37.112
NODE_582_length_677_cov_3.808333_Ed20_KC_P17	70.848
NODE_582_length_678_cov_1.074875_Ba20_KC_P08	58.82
NODE_582_length_685_cov_14.608553_Bu20_KC_P34	90.6
NODE_582_length_694_cov_1.883306_Ya20_KC_P53	53.316
NODE_582_length_698_cov_0.772947_Ed20_KC_P15	44.4
NODE_582_length_703_cov_4.602236_Ba20_KC_P06	52.448
NODE_582_length_704_cov_1.830941_Bu20_KC_P36	66
NODE_582_length_711_cov_5.113565_Bu20_KC_P40	48.112
NODE_582_length_714_cov_2.470958_Ya20_KC_P45	56.5
NODE_582_length_738_cov_3.872920_Ya20_KC_P44	45.028
NODE_582_length_757_cov_2.785294_Ed20_KC_P26	55.452
NODE_582_length_771_cov_1.190202_Ba20_KC_P07	59.224
NODE_582_length_795_cov_2.545961_Ba20_KC_P03	50.172
NODE_582_length_797_cov_0.827778_Ya20_KC_P54	52.812
NODE_582_length_802_cov_1.775172_Ed20_KC_P18	35.956
NODE_582_length_807_cov_7.075342_Ed20_KC_P24	43.08
NODE_582_length_814_cov_7.724559_Bu20_KC_P30	48.68
NODE_582_length_845_cov_3.852865_Ya20_KC_P47	48.904
NODE_582_length_856_cov_2.982028_Bu20_KC_P39	59.348
NODE_582_length_899_cov_7.234793_Ba20_KC_P05	66.612
NODE_5831_length_501_cov_2.665094_Ba20_KC_P01	52.648
NODE_5831_length_560_cov_1.028986_Ba20_KC_P05	95.504
NODE_5832_length_501_cov_2.660377_Ba20_KC_P01	48.26
NODE_5832_length_560_cov_1.022774_Ba20_KC_P05	84.1125
NODE_5833_length_501_cov_2.634434_Ba20_KC_P01	62.852
NODE_5834_length_501_cov_2.615566_Ba20_KC_P01	91.772
NODE_583_length_508_cov_0.689095_Ba20_KC_P13	67.8352941176471
NODE_583_length_541_cov_3.489224_Ba20_KC_P10	40.608
NODE_583_length_577_cov_4.690000_Ba20_KC_P02	80.272
NODE_583_length_585_cov_3.021654_Ed20_KC_P21	60.488
NODE_583_length_626_cov_5.830601_Ya20_KC_P43	88.944
NODE_583_length_632_cov_1.583784_Bu20_KC_P31	37.5733333333333
NODE_583_length_642_cov_2.311504_Bu20_KC_P41	36.612
NODE_583_length_647_cov_1.607018_Bu20_KC_P35	45.016
NODE_583_length_650_cov_1.619546_Ba20_KC_P04	74.16
NODE_583_length_667_cov_3.472881_Ya20_KC_P55	100
NODE_583_length_670_cov_1.843170_Ya20_KC_P51	63.664
NODE_583_length_672_cov_4.396639_Ed20_KC_P19	58.616
NODE_583_length_677_cov_2.775000_Ed20_KC_P17	63.452
NODE_583_length_697_cov_7.050000_Ed20_KC_P15	100
NODE_583_length_704_cov_1.486443_Bu20_KC_P36	42.424
NODE_583_length_713_cov_5.311321_Ya20_KC_P45	75.35
NODE_583_length_752_cov_2.450370_Bu20_KC_P32	43.936
NODE_583_length_757_cov_2.426471_Ed20_KC_P26	47.196
NODE_583_length_758_cov_4.284875_Ya20_KC_P56	49.36
NODE_583_length_770_cov_1.922078_Ya20_KC_P52	41.52
NODE_583_length_770_cov_2.795094_Ba20_KC_P07	64.64
NODE_583_length_780_cov_5.605974_Bu20_KC_P42	43.06
NODE_583_length_794_cov_1.490934_Ba20_KC_P03	59.544
NODE_583_length_796_cov_3.607789_Ya20_KC_P54	33.244
NODE_583_length_802_cov_0.899310_Ed20_KC_P18	41.912
NODE_583_length_802_cov_3.005517_Ed20_KC_P25	53.732
NODE_583_length_814_cov_2.717775_Bu20_KC_P30	58.26
NODE_583_length_855_cov_1.973008_Bu20_KC_P39	43.416
NODE_583_length_899_cov_5.705596_Ba20_KC_P05	38.472
NODE_5841_length_501_cov_2.290094_Ba20_KC_P01	40.144
NODE_5842_length_501_cov_2.219340_Ba20_KC_P01	51.02
NODE_5842_length_559_cov_4.543568_Ba20_KC_P05	42.732
NODE_5843_length_501_cov_2.207547_Ba20_KC_P01	46.788
NODE_5843_length_559_cov_4.302905_Ba20_KC_P05	52.052
NODE_5844_length_501_cov_2.181604_Ba20_KC_P01	71
NODE_5844_length_559_cov_3.902490_Ba20_KC_P05	81.96
NODE_5846_length_559_cov_3.502075_Ba20_KC_P05	44.408
NODE_5847_length_501_cov_1.851415_Ba20_KC_P01	63.6
NODE_5848_length_501_cov_1.764151_Ba20_KC_P01	43.116
NODE_5848_length_559_cov_3.288382_Ba20_KC_P05	49.376
NODE_5849_length_501_cov_1.731132_Ba20_KC_P01	58.528
NODE_584_length_507_cov_2.700000_Ba20_KC_P13	52.512
NODE_584_length_541_cov_0.987069_Ba20_KC_P10	67.788
NODE_584_length_585_cov_1.411417_Ed20_KC_P21	45.076
NODE_584_length_626_cov_5.673953_Ya20_KC_P43	48.664
NODE_584_length_636_cov_1.089445_Bu20_KC_P33	50.72
NODE_584_length_640_cov_1.218472_Ya20_KC_P49	51.784
NODE_584_length_641_cov_4.680851_Bu20_KC_P41	50.476
NODE_584_length_643_cov_0.908127_Ba20_KC_P09	84.164
NODE_584_length_649_cov_3.491259_Bu20_KC_P29	64.3
NODE_584_length_650_cov_1.467714_Ba20_KC_P04	54.76
NODE_584_length_660_cov_1.331046_Bu20_KC_P37	31.312
NODE_584_length_667_cov_1.023729_Ya20_KC_P55	44.02
NODE_584_length_670_cov_1.391231_Ya20_KC_P51	32.0833333333333
NODE_584_length_672_cov_1.230252_Ed20_KC_P20	50.96
NODE_584_length_672_cov_3.509244_Ed20_KC_P19	44.616
NODE_584_length_677_cov_2.250000_Ba20_KC_P08	46.308
NODE_584_length_685_cov_6.565789_Bu20_KC_P34	35.296
NODE_584_length_703_cov_2.584665_Ba20_KC_P06	63.4333333333333
NODE_584_length_704_cov_1.114833_Bu20_KC_P36	43.124
NODE_584_length_713_cov_3.111635_Ya20_KC_P45	56.232
NODE_584_length_738_cov_2.391831_Ya20_KC_P44	37.036
NODE_584_length_752_cov_2.260741_Bu20_KC_P32	52.724
NODE_584_length_757_cov_0.985294_Ed20_KC_P26	32.548
NODE_584_length_757_cov_9.563235_Ya20_KC_P56	49.752
NODE_584_length_770_cov_1.468975_Ya20_KC_P52	46.448
NODE_584_length_770_cov_2.330447_Ba20_KC_P07	54.348
NODE_584_length_780_cov_3.711238_Bu20_KC_P42	57.848
NODE_584_length_794_cov_1.433752_Ba20_KC_P03	44.05
NODE_584_length_796_cov_3.605007_Ya20_KC_P54	36.4142857142857
NODE_584_length_801_cov_2.502762_Ed20_KC_P25	39.732
NODE_584_length_801_cov_6.846685_Ed20_KC_P18	51.704
NODE_584_length_802_cov_4.031724_Ba20_KC_P01	49.56
NODE_584_length_807_cov_3.335616_Ed20_KC_P24	59.756
NODE_584_length_845_cov_2.733073_Ya20_KC_P47	54.172
NODE_584_length_855_cov_1.557841_Bu20_KC_P39	62.04
NODE_584_length_899_cov_4.687348_Ba20_KC_P05	50.448
NODE_5850_length_501_cov_1.594340_Ba20_KC_P01	58.824
NODE_5850_length_559_cov_3.120332_Ba20_KC_P05	58.692
NODE_5851_length_559_cov_3.049793_Ba20_KC_P05	61.132
NODE_5852_length_501_cov_1.563679_Ba20_KC_P01	57.372
NODE_5853_length_501_cov_1.495283_Ba20_KC_P01	35.6
NODE_5853_length_559_cov_2.921162_Ba20_KC_P05	53.7
NODE_5854_length_501_cov_1.443396_Ba20_KC_P01	37.5
NODE_5854_length_559_cov_2.626556_Ba20_KC_P05	52.128
NODE_5855_length_501_cov_1.433962_Ba20_KC_P01	50.288
NODE_5855_length_559_cov_2.624481_Ba20_KC_P05	45.688
NODE_5856_length_501_cov_1.410377_Ba20_KC_P01	51.548
NODE_5857_length_501_cov_1.391509_Ba20_KC_P01	73.5
NODE_5858_length_559_cov_2.180498_Ba20_KC_P05	53.48
NODE_585_length_522_cov_1.925843_Ed20_KC_P22	35.256
NODE_585_length_541_cov_0.877155_Ba20_KC_P10	48.284
NODE_585_length_635_cov_4.044803_Bu20_KC_P33	46.2
NODE_585_length_640_cov_1.172291_Ya20_KC_P49	63.152
NODE_585_length_641_cov_2.117021_Bu20_KC_P41	54.62
NODE_585_length_650_cov_1.431065_Ba20_KC_P04	52.716
NODE_585_length_670_cov_1.381113_Ya20_KC_P51	56.536
NODE_585_length_671_cov_38.520202_Ed20_KC_P20	71.7
NODE_585_length_672_cov_2.304202_Ed20_KC_P19	39.244
NODE_585_length_676_cov_17.626043_Ed20_KC_P17	50.4
NODE_585_length_677_cov_1.200000_Ba20_KC_P08	49.984
NODE_585_length_692_cov_4.782114_Ya20_KC_P53	45.692
NODE_585_length_697_cov_2.595161_Ed20_KC_P15	50.86
NODE_585_length_703_cov_2.238019_Ba20_KC_P06	57.092
NODE_585_length_703_cov_7.504792_Bu20_KC_P36	47.26
NODE_585_length_711_cov_1.616719_Bu20_KC_P40	52.02
NODE_585_length_738_cov_1.661120_Ya20_KC_P44	65.452
NODE_585_length_769_cov_2.132948_Ya20_KC_P52	42.492
NODE_585_length_770_cov_2.329004_Ba20_KC_P07	48.156
NODE_585_length_780_cov_1.230441_Bu20_KC_P42	46.4
NODE_585_length_793_cov_4.456704_Ba20_KC_P03	41.412
NODE_585_length_796_cov_1.897079_Ya20_KC_P54	42.804
NODE_585_length_801_cov_1.716851_Ed20_KC_P25	56.664
NODE_585_length_801_cov_2.383978_Ed20_KC_P18	68.772
NODE_585_length_802_cov_2.663448_Ba20_KC_P01	64.516
NODE_585_length_807_cov_3.023288_Ed20_KC_P24	61.8
NODE_585_length_814_cov_1.504749_Bu20_KC_P30	45.94
NODE_585_length_845_cov_1.863281_Ya20_KC_P47	53.716
NODE_585_length_855_cov_0.952442_Bu20_KC_P39	54.26
NODE_585_length_899_cov_3.779805_Ba20_KC_P05	60.112
NODE_5860_length_559_cov_2.120332_Ba20_KC_P05	37.904
NODE_5864_length_501_cov_0.875000_Ba20_KC_P01	66.376
NODE_5864_length_559_cov_1.925311_Ba20_KC_P05	68.448
NODE_5866_length_559_cov_1.794606_Ba20_KC_P05	87.052
NODE_5867_length_559_cov_1.730290_Ba20_KC_P05	62.8
NODE_5868_length_559_cov_1.715768_Ba20_KC_P05	32.928
NODE_5869_length_559_cov_1.674274_Ba20_KC_P05	68.168
NODE_586_length_571_cov_1.338057_Ba20_KC_P14	56.108
NODE_586_length_577_cov_1.712000_Ba20_KC_P02	48.188
NODE_586_length_626_cov_3.386157_Ya20_KC_P43	55.932
NODE_586_length_630_cov_5.602170_Bu20_KC_P31	41.88
NODE_586_length_634_cov_5.143627_Bu20_KC_P33	57.492
NODE_586_length_640_cov_0.962700_Ya20_KC_P49	50.88
NODE_586_length_640_cov_3.062167_Bu20_KC_P41	44.932
NODE_586_length_642_cov_2.564602_Ba20_KC_P09	45.1666666666667
NODE_586_length_649_cov_5.811189_Ba20_KC_P04	41.28
NODE_586_length_659_cov_4.879725_Bu20_KC_P37	38.96
NODE_586_length_672_cov_1.601681_Ed20_KC_P19	34.736
NODE_586_length_676_cov_4.662771_Ba20_KC_P08	32.28
NODE_586_length_697_cov_0.850000_Ed20_KC_P15	53.02
NODE_586_length_703_cov_1.714058_Ba20_KC_P06	38.728
NODE_586_length_703_cov_2.752396_Bu20_KC_P36	37.868
NODE_586_length_711_cov_1.541009_Bu20_KC_P40	57.572
NODE_586_length_713_cov_1.682390_Ya20_KC_P45	67.092
NODE_586_length_738_cov_1.602118_Ya20_KC_P44	42.012
NODE_586_length_769_cov_1.268786_Ya20_KC_P52	75.64
NODE_586_length_770_cov_2.187590_Ba20_KC_P07	66.1
NODE_586_length_793_cov_2.907821_Ba20_KC_P03	47.268
NODE_586_length_796_cov_1.844228_Ya20_KC_P54	39.56
NODE_586_length_800_cov_351.575380_Ed20_KC_P25	61.396
NODE_586_length_801_cov_2.382597_Ed20_KC_P18	40.784
NODE_586_length_802_cov_1.649655_Ba20_KC_P01	78.5291666666667
NODE_586_length_844_cov_2.610169_Ya20_KC_P47	57.96
NODE_586_length_899_cov_2.902676_Ba20_KC_P05	60.96
NODE_5870_length_559_cov_1.634855_Ba20_KC_P05	90.128
NODE_5871_length_500_cov_4.000000_Ba20_KC_P01	47.5
NODE_5872_length_500_cov_3.926714_Ba20_KC_P01	43.2666666666667
NODE_5874_length_559_cov_1.263485_Ba20_KC_P05	61.676
NODE_5876_length_500_cov_2.806147_Ba20_KC_P01	64.66
NODE_5876_length_559_cov_1.122407_Ba20_KC_P05	78.232
NODE_5878_length_500_cov_2.796690_Ba20_KC_P01	43.732
NODE_5878_length_559_cov_0.802905_Ba20_KC_P05	69.608
NODE_587_length_506_cov_2.226107_Ba20_KC_P13	57.9
NODE_587_length_535_cov_3.954148_Ya20_KC_P50	82.1
NODE_587_length_540_cov_3.520518_Ba20_KC_P10	44.904
NODE_587_length_571_cov_1.265182_Ba20_KC_P14	55.916
NODE_587_length_626_cov_2.877960_Ya20_KC_P43	51.34
NODE_587_length_629_cov_1.820652_Bu20_KC_P31	57.576
NODE_587_length_634_cov_1.669659_Bu20_KC_P33	34.432
NODE_587_length_638_cov_6.752228_Ed20_KC_P16	69.4
NODE_587_length_642_cov_2.346903_Ba20_KC_P09	59.232
NODE_587_length_648_cov_1.677758_Bu20_KC_P29	49.412
NODE_587_length_649_cov_3.005245_Ba20_KC_P04	63.908
NODE_587_length_659_cov_3.752577_Bu20_KC_P37	60.56
NODE_587_length_666_cov_2.954160_Ya20_KC_P55	46.336
NODE_587_length_668_cov_7.245347_Ya20_KC_P51	50
NODE_587_length_676_cov_5.116861_Ed20_KC_P17	48.968
NODE_587_length_685_cov_1.531250_Bu20_KC_P34	37.008
NODE_587_length_691_cov_20.118893_Ya20_KC_P53	50.796
NODE_587_length_703_cov_1.183706_Bu20_KC_P36	69.3333333333333
NODE_587_length_703_cov_1.337061_Ba20_KC_P06	55.996
NODE_587_length_710_cov_37.086888_Bu20_KC_P40	43.984
NODE_587_length_712_cov_4.973228_Ya20_KC_P45	68.196
NODE_587_length_738_cov_1.175492_Ya20_KC_P44	41.908
NODE_587_length_756_cov_2.427099_Ed20_KC_P26	34.908
NODE_587_length_757_cov_1.902941_Ya20_KC_P56	57.016
NODE_587_length_770_cov_2.093795_Ba20_KC_P07	41.084
NODE_587_length_793_cov_2.557263_Ba20_KC_P03	53.472
NODE_587_length_800_cov_8.427386_Ed20_KC_P25	65.1
NODE_587_length_801_cov_1.664365_Ed20_KC_P18	58.752
NODE_587_length_801_cov_8.679558_Ba20_KC_P01	47.024
NODE_587_length_813_cov_1.975543_Bu20_KC_P30	42.004
NODE_587_length_844_cov_2.492829_Ya20_KC_P47	69.852
NODE_587_length_854_cov_5.046332_Bu20_KC_P39	55.24
NODE_587_length_898_cov_8.146163_Ba20_KC_P05	32.296
NODE_5880_length_500_cov_2.399527_Ba20_KC_P01	46.2
NODE_5880_length_558_cov_5.850312_Ba20_KC_P05	40.316
NODE_5882_length_500_cov_2.314421_Ba20_KC_P01	51.6
NODE_5883_length_500_cov_2.295508_Ba20_KC_P01	50.804
NODE_5887_length_500_cov_2.231678_Ba20_KC_P01	37.048
NODE_5888_length_558_cov_4.010395_Ba20_KC_P05	69.952
NODE_5889_length_558_cov_3.777547_Ba20_KC_P05	39.736
NODE_588_length_520_cov_5.417607_Ed20_KC_P22	50.864
NODE_588_length_540_cov_1.747300_Ba20_KC_P10	65.0666666666667
NODE_588_length_571_cov_1.111336_Ba20_KC_P14	69.376
NODE_588_length_577_cov_0.936000_Ba20_KC_P02	66.1
NODE_588_length_583_cov_2.235178_Ya20_KC_P46	52.356
NODE_588_length_626_cov_1.686703_Ya20_KC_P43	48.564
NODE_588_length_628_cov_9.735027_Bu20_KC_P31	58.5
NODE_588_length_642_cov_1.975221_Ba20_KC_P09	52.056
NODE_588_length_649_cov_2.538462_Ba20_KC_P04	45.7
NODE_588_length_666_cov_1.040747_Ya20_KC_P55	58.8
NODE_588_length_668_cov_3.397631_Ya20_KC_P51	58.5333333333333
NODE_588_length_671_cov_2.932660_Ed20_KC_P20	50.28
NODE_588_length_671_cov_8.148148_Ed20_KC_P19	58.8
NODE_588_length_676_cov_3.106845_Ba20_KC_P08	55.448
NODE_588_length_676_cov_4.368948_Ed20_KC_P17	55.224
NODE_588_length_683_cov_3.798680_Bu20_KC_P34	33.14
NODE_588_length_691_cov_10.874593_Ya20_KC_P53	100
NODE_588_length_702_cov_11.305600_Bu20_KC_P36	76.992
NODE_588_length_710_cov_0.671406_Bu20_KC_P40	54.8
NODE_588_length_712_cov_1.886614_Ya20_KC_P45	63.628
NODE_588_length_756_cov_12.556701_Ya20_KC_P56	64.092
NODE_588_length_756_cov_2.250368_Ed20_KC_P26	46.712
NODE_588_length_768_cov_2.146165_Ya20_KC_P52	34.656
NODE_588_length_778_cov_5.971469_Bu20_KC_P42	36.284
NODE_588_length_793_cov_2.263966_Ba20_KC_P03	42.56
NODE_588_length_795_cov_3.954039_Ya20_KC_P54	50.316
NODE_588_length_801_cov_1.406077_Ba20_KC_P01	38.784
NODE_588_length_813_cov_1.482337_Bu20_KC_P30	56.112
NODE_588_length_844_cov_2.485007_Ya20_KC_P47	64.436
NODE_588_length_853_cov_3.416237_Bu20_KC_P39	36.74
NODE_5890_length_500_cov_2.144208_Ba20_KC_P01	62.952
NODE_5891_length_558_cov_3.523909_Ba20_KC_P05	49.992
NODE_5892_length_558_cov_3.343035_Ba20_KC_P05	49.224
NODE_5894_length_500_cov_1.848700_Ba20_KC_P01	48.696
NODE_5894_length_558_cov_2.931393_Ba20_KC_P05	78.532
NODE_5895_length_558_cov_2.802495_Ba20_KC_P05	70.288
NODE_5896_length_500_cov_1.803783_Ba20_KC_P01	87.576
NODE_5897_length_558_cov_2.659044_Ba20_KC_P05	56.808
NODE_5898_length_500_cov_1.539007_Ba20_KC_P01	55.688
NODE_5898_length_558_cov_2.532225_Ba20_KC_P05	82.924
NODE_589_length_506_cov_1.515152_Ba20_KC_P13	62.612
NODE_589_length_535_cov_2.825328_Ya20_KC_P50	78.35
NODE_589_length_571_cov_1.089069_Ba20_KC_P14	82.536
NODE_589_length_577_cov_0.926000_Ba20_KC_P02	57.012
NODE_589_length_583_cov_1.507905_Ya20_KC_P46	42.736
NODE_589_length_626_cov_1.455373_Ya20_KC_P43	37.856
NODE_589_length_628_cov_4.470054_Bu20_KC_P31	47.012
NODE_589_length_633_cov_2.852518_Bu20_KC_P33	55.74
NODE_589_length_638_cov_1.871658_Ed20_KC_P16	36.764
NODE_589_length_639_cov_1.040925_Ya20_KC_P49	53.128
NODE_589_length_639_cov_3.313167_Bu20_KC_P41	49.784
NODE_589_length_648_cov_1.038529_Bu20_KC_P29	42.332
NODE_589_length_649_cov_2.263986_Ba20_KC_P04	49.58
NODE_589_length_671_cov_2.264310_Ed20_KC_P20	45.424
NODE_589_length_671_cov_2.513468_Ed20_KC_P19	46.276
NODE_589_length_676_cov_1.851419_Ba20_KC_P08	70.124
NODE_589_length_676_cov_2.964942_Ed20_KC_P17	54.208
NODE_589_length_683_cov_2.854785_Bu20_KC_P34	53.544
NODE_589_length_691_cov_2.579805_Ya20_KC_P53	63.672
NODE_589_length_696_cov_12.366721_Ed20_KC_P15	89.3
NODE_589_length_703_cov_1.055911_Ba20_KC_P06	48.464
NODE_589_length_708_cov_6.652932_Bu20_KC_P40	50.336
NODE_589_length_712_cov_0.833071_Ya20_KC_P45	65.388
NODE_589_length_756_cov_11.431517_Ya20_KC_P56	46.504
NODE_589_length_756_cov_2.092784_Ed20_KC_P26	31.084
NODE_589_length_768_cov_1.447178_Ya20_KC_P52	39.488
NODE_589_length_793_cov_2.215084_Ba20_KC_P03	35.756
NODE_589_length_795_cov_2.901114_Ya20_KC_P54	53.56
NODE_589_length_800_cov_1.542185_Ed20_KC_P25	45.08
NODE_589_length_800_cov_2.278008_Ed20_KC_P18	42.1
NODE_589_length_805_cov_2.526099_Ed20_KC_P24	43.996
NODE_589_length_853_cov_2.552835_Bu20_KC_P39	48.108
NODE_589_length_898_cov_2.381242_Ba20_KC_P05	51.992
NODE_58_length_1055_cov_5.507157_Ed20_KC_P23	44.692
NODE_58_length_1072_cov_5.822111_Ya20_KC_P50	50
NODE_58_length_1111_cov_5.330754_Ba20_KC_P06	42.176
NODE_58_length_1194_cov_3.273948_Bu20_KC_P33	41.368
NODE_58_length_1215_cov_82.332162_Bu20_KC_P31	64.088
NODE_58_length_1216_cov_10.393327_Ya20_KC_P51	59.8952380952381
NODE_58_length_1218_cov_4.013146_Bu20_KC_P34	54.756
NODE_58_length_1236_cov_9.736842_Bu20_KC_P37	56.664
NODE_58_length_1258_cov_22.070279_Ed20_KC_P15	49.548
NODE_58_length_1260_cov_3.554522_Bu20_KC_P35	50.432
NODE_58_length_1260_cov_3.919696_Ba20_KC_P03	59.608
NODE_58_length_1261_cov_4.781250_Ed20_KC_P20	44.936
NODE_58_length_1273_cov_3.029264_Ed20_KC_P17	65.876
NODE_58_length_1310_cov_5.689376_Ba20_KC_P07	36.5636363636364
NODE_58_length_1335_cov_9.417329_Ya20_KC_P44	47.924
NODE_58_length_1389_cov_9.503049_Bu20_KC_P32	47.188
NODE_58_length_1394_cov_25.301443_Ba20_KC_P05	36
NODE_58_length_1403_cov_11.697587_Bu20_KC_P40	45.252
NODE_58_length_1407_cov_71.117293_Ed20_KC_P26	49.124
NODE_58_length_1455_cov_4.013788_Ya20_KC_P52	33.8
NODE_58_length_1467_cov_3.449640_Ya20_KC_P56	31.832
NODE_58_length_1472_cov_6.777778_Ed20_KC_P25	69.88
NODE_58_length_1483_cov_4.642248_Ya20_KC_P54	44.72
NODE_58_length_1515_cov_8.547288_Bu20_KC_P42	73.4571428571429
NODE_58_length_1550_cov_3.241684_Ed20_KC_P18	62.976
NODE_58_length_1601_cov_5.252625_Bu20_KC_P39	50.288
NODE_58_length_1632_cov_3.982637_Ya20_KC_P47	43.42
NODE_58_length_663_cov_2.126280_Ba20_KC_P11	57.5
NODE_58_length_741_cov_1.152108_Ba20_KC_P12	49.372
NODE_58_length_956_cov_1.583618_Ba20_KC_P04	56.6
NODE_58_length_990_cov_5.342826_Ed20_KC_P22	54.65
NODE_5900_length_500_cov_1.434988_Ba20_KC_P01	71.284
NODE_5900_length_558_cov_2.384615_Ba20_KC_P05	51.864
NODE_5901_length_500_cov_1.375887_Ba20_KC_P01	63.4571428571429
NODE_5903_length_500_cov_1.014184_Ba20_KC_P01	82.364
NODE_5903_length_558_cov_2.170478_Ba20_KC_P05	38.692
NODE_5905_length_500_cov_0.869976_Ba20_KC_P01	80.044
NODE_5906_length_500_cov_0.796690_Ba20_KC_P01	54.84
NODE_5907_length_558_cov_1.979210_Ba20_KC_P05	51.48
NODE_5908_length_500_cov_0.692671_Ba20_KC_P01	41.132
NODE_5909_length_558_cov_1.908524_Ba20_KC_P05	53.7714285714286
NODE_590_length_506_cov_1.447552_Ba20_KC_P13	47.912
NODE_590_length_520_cov_1.241535_Ed20_KC_P22	37.408
NODE_590_length_535_cov_1.539301_Ya20_KC_P50	47.788
NODE_590_length_539_cov_0.993506_Ya20_KC_P48	36.24
NODE_590_length_540_cov_0.879050_Ba20_KC_P10	56.676
NODE_590_length_583_cov_1.314229_Ya20_KC_P46	70.02
NODE_590_length_583_cov_1.650198_Ed20_KC_P21	50.968
NODE_590_length_626_cov_1.185792_Ya20_KC_P43	98.6
NODE_590_length_638_cov_1.743316_Ed20_KC_P16	47.632
NODE_590_length_645_cov_1.679577_Bu20_KC_P35	45.96
NODE_590_length_649_cov_2.041958_Ba20_KC_P04	45.292
NODE_590_length_665_cov_3.345238_Ya20_KC_P55	44.728
NODE_590_length_668_cov_2.781726_Ya20_KC_P51	89.5
NODE_590_length_671_cov_1.890572_Ed20_KC_P20	55.72
NODE_590_length_676_cov_1.412354_Ed20_KC_P17	53.8
NODE_590_length_683_cov_2.630363_Bu20_KC_P34	87.86
NODE_590_length_696_cov_2.444265_Ed20_KC_P15	39.496
NODE_590_length_708_cov_1.494453_Bu20_KC_P40	34.176
NODE_590_length_710_cov_5.660348_Ya20_KC_P45	58.732
NODE_590_length_769_cov_2.053468_Ba20_KC_P07	50.312
NODE_590_length_777_cov_2.414286_Bu20_KC_P42	60.524
NODE_590_length_792_cov_6.695105_Ba20_KC_P03	63.528
NODE_590_length_795_cov_2.167131_Ya20_KC_P54	36.6
NODE_590_length_800_cov_2.100968_Ed20_KC_P18	35.0611111111111
NODE_590_length_805_cov_1.681319_Ed20_KC_P24	61.256
NODE_590_length_812_cov_5.359184_Bu20_KC_P30	41.504
NODE_590_length_843_cov_2.912533_Ya20_KC_P47	50.76
NODE_590_length_898_cov_2.159562_Ba20_KC_P05	64.744
NODE_5911_length_558_cov_1.785863_Ba20_KC_P05	61.264
NODE_5917_length_558_cov_1.681913_Ba20_KC_P05	55.664
